show_id,type,title,country,date_added,release_year,rating,description,genre1,genre2,genre3,duration_numeric
s2588,Movie,Mrs. Serial Killer,India,1/5/2020,2020,TV-MA,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",International Movies, Thrillers, International Movies,107
s2589,TV Show,Oh Yuck,Canada,1/5/2020,2020,TV-G,"Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things.",Kids' TV, TV Comedies, International Movies,750
s2590,Movie,Psycho,India,1/5/2020,2020,TV-MA,"As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",Horror Movies, International Movies, Thrillers,143
s2591,TV Show,Reckoning,"Australia, United States",1/5/2020,2019,TV-MA,"When a local teen is murdered in their quiet, suburban community, two fathers intent on protecting their families must contend with their inner demons.",Crime TV Shows, TV Dramas, TV Mysteries,750
s2592,Movie,The Half Of It,United States,1/5/2020,2020,PG-13,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",Comedies, Dramas, LGBTQ Movies,105
s2593,Movie,The Heartbreak Kid,United States,1/5/2020,2007,R,"Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",Comedies, Romantic Movies, LGBTQ Movies,116
s2594,Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,United States,1/5/2020,2020,TV-Y,"With a technology fair in Sodor, Thomas and the Steam Team tackle a flurry of tasks — but can they complete their deliveries before the grand opening?",Children & Family Movies, Romantic Movies, LGBTQ Movies,23
s2595,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,United States,1/5/2020,2020,TV-Y,"Amid special demonstrations in Sodor, Thomas and the gang worry they'll be replaced by new inventions until a mission shows how useful they really are.",Children & Family Movies, Romantic Movies, LGBTQ Movies,23
s2596,Movie,Thomas & Friends: Thomas and the Royal Engine,United States,1/5/2020,2020,TV-Y,An invitation from the Queen sends Thomas and the crew to London as they weave through delays and debacles while racing to a royal celebration.,Children & Family Movies, Romantic Movies, LGBTQ Movies,23
s2597,Movie,What a Girl Wants,"United States, United Kingdom",1/5/2020,2003,PG,"In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",Children & Family Movies, Comedies, LGBTQ Movies,105
s2598,Movie,Dangerous Lies,United States,30-04-2020,2020,TV-14,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.",Thrillers, Comedies, LGBTQ Movies,97
s2599,TV Show,DRIFTING DRAGONS,Japan,30-04-2020,2020,TV-14,"Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries.",Anime Series, International TV Shows, LGBTQ Movies,750
s2600,TV Show,El señor de los Cielos,"United States, Mexico, Colombia",30-04-2020,2019,TV-MA,Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,5250
s2601,TV Show,Good Witch,"United States, Canada",30-04-2020,2019,TV-PG,"Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",TV Dramas, TV Sci-Fi & Fantasy, Spanish-Language TV Shows,3750
s2602,Movie,Rich in Love,Brazil,30-04-2020,2020,TV-14,"Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",Comedies, International Movies, Romantic Movies,105
s2603,TV Show,The Forest of Love: Deep Cut,Japan,30-04-2020,2020,TV-MA,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,Crime TV Shows, International TV Shows, TV Dramas,750
s2604,TV Show,The Victims' Game,Taiwan,30-04-2020,2020,TV-MA,"After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",Crime TV Shows, International TV Shows, TV Dramas,750
s2605,Movie,A Secret Love,United States,29-04-2020,2020,TV-14,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",Documentaries, LGBTQ Movies, TV Dramas,83
s2606,Movie,Ekşi Elmalar,Turkey,29-04-2020,2016,TV-PG,"In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",Dramas, International Movies, TV Dramas,109
s2607,TV Show,Extracurricular,South Korea,29-04-2020,2020,TV-MA,A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,Crime TV Shows, International TV Shows, Korean TV Shows,750
s2608,Movie,Love Is War,Nigeria,29-04-2020,2019,TV-14,An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.,Comedies, Dramas, International Movies,111
s2609,Movie,Murder to Mercy: The Cyntoia Brown Story,United States,29-04-2020,2020,TV-MA,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",Documentaries, Dramas, International Movies,97
s2610,TV Show,Nadiya’s Time to Eat,United Kingdom,29-04-2020,2020,TV-G,"On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families.",British TV Shows, International TV Shows, Reality TV,750
s2611,Movie,R.K.Nagar,India,29-04-2020,2019,TV-14,Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.,Action & Adventure, Comedies, Dramas,132
s2612,TV Show,Tjovitjo,South Africa,29-04-2020,2017,TV-MA,"Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",International TV Shows, TV Dramas, Dramas,1500
s2613,Movie,Beynelmilel,Turkey,28-04-2020,2006,TV-MA,"When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.",Comedies, Dramas, International Movies,102
s2614,Movie,Bir Baba Hindu,"Turkey, India",28-04-2020,2016,TV-MA,A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,Action & Adventure, Comedies, International Movies,107
s2615,Movie,Boushkash,Egypt,28-04-2020,2008,TV-MA,A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.,Comedies, International Movies, International Movies,100
s2616,Movie,Cinar Agaci,Turkey,28-04-2020,2011,TV-14,"A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives.",Comedies, Dramas, International Movies,115
s2617,Movie,Görümce,Turkey,28-04-2020,2016,TV-MA,"When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",Comedies, International Movies, Music & Musicals,104
s2618,Movie,İstanbul Kırmızısı,"Italy, Turkey",28-04-2020,2017,TV-MA,"Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.",Dramas, Independent Movies, International Movies,110
s2619,Movie,Küçük Esnaf,Turkey,28-04-2020,2016,TV-MA,"As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",Comedies, International Movies, International Movies,100
s2620,Movie,Lembi 8 Giga,Turkey,28-04-2020,2010,TV-MA,"To upgrade his life, a simple man fakes his credentials as a lawyer when sudden extraordinary abilities give him the talent to thrive.",Comedies, International Movies, International Movies,111
s2621,Movie,Neseli Hayat,Turkey,28-04-2020,2009,TV-14,"Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe.",Comedies, International Movies, International Movies,108
s2622,Movie,Organize Isler,Turkey,28-04-2020,2005,TV-14,"A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero.",Action & Adventure, Comedies, International Movies,104
s2623,Movie,The Reliant,United States,28-04-2020,2019,PG-13,"When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",Dramas, Faith & Spirituality, International Movies,116
s2624,Movie,We'll Be Right Back After The Break,Egypt,28-04-2020,2012,TV-14,"While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped.",Action & Adventure, Comedies, International Movies,106
s2625,Movie,5Gang,Romania,27-04-2020,2019,TV-14,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",Comedies, International Movies, International Movies,96
s2626,Movie,Love Aaj Kal,India,27-04-2020,2020,TV-MA,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom.",Dramas, International Movies, Romantic Movies,140
s2627,Movie,The Lift Boy,India,27-04-2020,2020,TV-MA,"When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning.",Dramas, Independent Movies, International Movies,107
s2628,TV Show,"Coronavirus, Explained",United States,26-04-2020,2020,TV-PG,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",Docuseries, Science & Nature TV, International Movies,750
s2629,TV Show,The Last Kingdom,United Kingdom,26-04-2020,2020,TV-MA,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",British TV Shows, International TV Shows, TV Action & Adventure,3000
s2630,Movie,Bheeshma,India,25-04-2020,2020,TV-14,"Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.",Action & Adventure, Comedies, International Movies,138
s2631,Movie,Bittersweet,Egypt,25-04-2020,2010,TV-MA,"After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.",Comedies, Dramas, International Movies,132
s2632,TV Show,My Secret Romance,South Korea,25-04-2020,2017,TV-14,A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss – who turns out to be someone she slept with in the past.,International TV Shows, Korean TV Shows, Romantic TV Shows,750
s2633,Movie,No Direction Home: Bob Dylan,"United Kingdom, United States, Japan",25-04-2020,2005,TV-MA,"Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylan's life story and extraordinary career.",Documentaries, Music & Musicals, Romantic TV Shows,208
s2634,Movie,She Made Me a Criminal,Egypt,25-04-2020,2006,TV-14,"In order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping.",Comedies, International Movies, Romantic TV Shows,105
s2635,Movie,The Artist,"France, Belgium, United States",25-04-2020,2011,PG-13,"Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet.",Comedies, Dramas, Independent Movies,101
s2636,Movie,The Dealer,Egypt,25-04-2020,2010,TV-14,"Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them.",Action & Adventure, International Movies, Independent Movies,124
s2637,Movie,The International Player,Egypt,25-04-2020,2009,TV-14,"A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory.",Dramas, International Movies, Sports Movies,93
s2638,Movie,The Promise,Egypt,25-04-2020,2008,TV-14,"When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge.",Dramas, International Movies, Sports Movies,110
s2639,Movie,الف مبروك,Egypt,25-04-2020,2009,TV-14,"On his wedding day, an arrogant, greedy accountant experiences a series of calamities that keep replaying as he lives the same day over and over again.",Comedies, Dramas, International Movies,115
s2640,TV Show,دفعة القاهرة,Egypt,25-04-2020,2019,TV-14,"A group of women leaves Kuwait to attend university in Cairo, embarking on personal journeys filled with romance and self-discovery.",International TV Shows, TV Dramas, International Movies,750
s2641,TV Show,After Life,United Kingdom,24-04-2020,2020,TV-MA,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",British TV Shows, International TV Shows, TV Comedies,1500
s2642,TV Show,DreamWorks Spooky Stories: Volume 2,United Kingdom,24-04-2020,2011,TV-PG,"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom.",Kids' TV, TV Comedies, TV Comedies,750
s2643,Movie,Kolaiyuthir Kaalam,India,24-04-2020,2019,TV-14,The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.,International Movies, Thrillers, TV Comedies,107
s2644,TV Show,Love 101,Turkey,24-04-2020,2020,TV-MA,"While trying to make their teacher fall for a basketball coach, four misfits and a model student find friendship, love and the courage to be themselves.",International TV Shows, TV Dramas, Teen TV Shows,750
s2645,Movie,"Yours Sincerely, Kanan Gill",India,24-04-2020,2020,TV-MA,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",Stand-Up Comedy, TV Dramas, Teen TV Shows,72
s2646,TV Show,Ghost in the Shell: SAC_2045,"Japan, United States",23-04-2020,2020,TV-14,"After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",Anime Series, Crime TV Shows, International TV Shows,750
s2647,Movie,My Stupid Boss,Indonesia,23-04-2020,2016,TV-G,"After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss.",Comedies, International Movies, International TV Shows,107
s2648,Movie,My Stupid Boss 2,Indonesia,23-04-2020,2019,TV-14,"Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead.",Comedies, International Movies, International TV Shows,95
s2649,TV Show,The House of Flowers,Mexico,23-04-2020,2020,TV-MA,"In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.",International TV Shows, Spanish-Language TV Shows, TV Comedies,2250
s2650,Movie,This Earth of Mankind,Indonesia,23-04-2020,2019,TV-14,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.,Dramas, International Movies, TV Comedies,180
s2651,Movie,Time to Hunt,South Korea,23-04-2020,2020,TV-MA,"Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer.",International Movies, Thrillers, TV Comedies,135
s2652,TV Show,Absurd Planet,United States,22-04-2020,2020,TV-PG,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",Docuseries, Science & Nature TV, TV Comedies,750
s2653,Movie,Circus of Books,United States,22-04-2020,2020,TV-MA,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",Documentaries, LGBTQ Movies, TV Comedies,87
s2654,Movie,The Plagues of Breslau,Poland,22-04-2020,2018,TV-MA,"After a body is found sewn inside a cow hide, a Wrocław detective discovers a killer is recreating an 18th-century ""plague"" of criminal punishments.",International Movies, Thrillers, TV Comedies,94
s2655,Movie,The Set Up,Nigeria,22-04-2020,2019,TV-MA,Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.,Dramas, International Movies, TV Comedies,105
s2656,Movie,The Silence of the Marsh,Spain,22-04-2020,2019,TV-MA,"While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality.",International Movies, Thrillers, TV Comedies,93
s2657,Movie,The Willoughbys,"Canada, United States, United Kingdom",22-04-2020,2020,PG,Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.,Children & Family Movies, Comedies, TV Comedies,92
s2658,TV Show,Win the Wilderness,United Kingdom,22-04-2020,2020,TV-14,"Six couples compete to prove they've got the survival skills to win the deed to an extraordinary home deep in the vast, rugged wilderness of Alaska.",British TV Shows, International TV Shows, Reality TV,750
s2659,TV Show,Bleach,Japan,21-04-2020,2006,TV-14,"After teenager Ichigo Kurosaki acquires superpowers from wounded soul reaper Rukia Kuchiki, the two of them join forces to round up lost souls.",Anime Series, International TV Shows, Reality TV,3750
s2660,TV Show,Middleditch & Schwartz,United States,21-04-2020,2020,TV-MA,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.,TV Comedies, International TV Shows, Reality TV,750
s2661,TV Show,Nicky Jam: El Ganador,"Puerto Rico, United States, Colombia",21-04-2020,2018,TV-MA,Follow reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,750
s2662,TV Show,Cooked with Cannabis,United States,20-04-2020,2020,TV-MA,"Chefs compete to get the hosts and special guests high on elevated cannabis cuisine with their artful use of leafy herb, THC infusions and CBD sauces.",Reality TV, International TV Shows, Spanish-Language TV Shows,750
s2663,TV Show,The Midnight Gospel,United States,20-04-2020,2020,TV-MA,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between.",TV Comedies, International TV Shows, Spanish-Language TV Shows,750
s2664,Movie,Varane Avashyamund,India,20-04-2020,2020,TV-14,"At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined.",Comedies, Dramas, International Movies,144
s2665,TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),India,18-04-2020,2019,TV-Y,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.,Kids' TV, Dramas, International Movies,750
s2666,TV Show,The King: Eternal Monarch,South Korea,18-04-2020,2020,TV-14,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.",Crime TV Shows, International TV Shows, Korean TV Shows,750
s2667,TV Show,#blackAF,United States,17-04-2020,2020,TV-MA,"Kenya Barris and his family navigate relationships, race and culture while grappling with their newfound success in this comedy series.",TV Comedies, International TV Shows, Korean TV Shows,750
s2668,Movie,Babamın Ceketi,Turkey,17-04-2020,2018,TV-MA,"Facing pressure to marry immediately, an unemployed man must find a way to pay for a wedding by any means necessary.",Comedies, International Movies, Korean TV Shows,101
s2669,Movie,Earth and Blood,"France, Belgium",17-04-2020,2020,TV-MA,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,Dramas, International Movies, Thrillers,81
s2670,TV Show,El Dragón: Return of a Warrior,Mexico,17-04-2020,2020,TV-MA,"To replace his grandfather as head of a cartel, a Tokyo financier returns to his home country of Mexico, where he must battle two rivals for control.",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,1500
s2671,TV Show,Hasmukh,India,17-04-2020,2020,TV-MA,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",Crime TV Shows, International TV Shows, TV Comedies,750
s2672,Movie,Rising High,Germany,17-04-2020,2020,TV-MA,"Ready to do anything to get rich, a young man upends the Berlin property market with his shady pal, till the good times threaten to destroy it all.",Dramas, International Movies, TV Comedies,95
s2673,Movie,Sergio,United States,17-04-2020,2020,R,"Passions, ideals and bitter realities collide as charismatic UN diplomat Sergio Vieira de Mello becomes trapped in a life-threatening situation in Iraq.",Dramas, Independent Movies, TV Comedies,119
s2674,Movie,The Legacy of the Bones,"Spain, Germany",17-04-2020,2019,TV-MA,"A year after solving a series of murders, detective Amaia is faced with a related mystery in the Baztán Valley that ends up hitting very close to home.",International Movies, Thrillers, TV Comedies,121
s2675,Movie,Alelí,"Uruguay, Argentina",16-04-2020,2019,TV-MA,"Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",Comedies, Dramas, International Movies,88
s2676,TV Show,Fary : Hexagone,France,16-04-2020,2020,TV-MA,"French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.",International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies,1500
s2677,TV Show,Fauda,Israel,16-04-2020,2020,TV-MA,"A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion.",Crime TV Shows, International TV Shows, TV Action & Adventure,2250
s2678,Movie,"Hail, Caesar!","United States, United Kingdom, Japan",16-04-2020,2016,PG-13,"When a major star is kidnapped from a movie set, a hard-charging but overwhelmed studio boss sets out to find the actor and save the film.",Comedies, International TV Shows, TV Action & Adventure,106
s2679,Movie,Jem and the Holograms,United States,16-04-2020,2015,PG,"After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await.",Children & Family Movies, Dramas, Music & Musicals,119
s2680,Movie,Maurício Meirelles: Generating Chaos,Brazil,16-04-2020,2020,TV-MA,"Comedian Maurício Meirelles explores his chaotic mind with scathingly funny views on family, prejudices, turtles and more in this stand-up special.",Stand-Up Comedy, Dramas, Music & Musicals,63
s2681,Movie,Puerto Ricans in Paris,United States,16-04-2020,2015,R,New York police detectives Luis and Eddie experience culture shock and adventure when they head to Paris to track down a stolen couture handbag.,Comedies, Dramas, Music & Musicals,82
s2682,Movie,Stunt School,Turkey,16-04-2020,2019,TV-G,An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,Children & Family Movies, Comedies, International Movies,95
s2683,Movie,For the Broken Hearted,Philippines,15-04-2020,2018,TV-14,"In three interwoven stories, love ends up in limbo as romantic partners navigate bliss, loss, failures and feelings while trying to make happiness last.",Dramas, International Movies, Romantic Movies,93
s2684,Movie,Mischief,India,15-04-2020,2019,TV-PG,"Mistaking the sleeping passenger on his train for a drunk, a young man posts a picture of him online, unaware of his impulsive act's ugly repercussions.",Comedies, Dramas, Independent Movies,120
s2685,TV Show,The Innocence Files,United States,15-04-2020,2020,TV-MA,"The Innocence Project unravels missteps and deceit in a series of wrongful convictions, exposing the injustice inflicted on victims and the accused.",Crime TV Shows, Docuseries, Independent Movies,750
s2686,Movie,World Famous Lover,India,15-04-2020,2020,TV-MA,"When his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back.",Dramas, International Movies, Romantic Movies,147
s2687,Movie,Chris D'Elia: No Pain,United States,14-04-2020,2020,TV-MA,Chris D'Elia takes the stage in Minneapolis to offer his thoughts on everything from self-censorship to problematic dolphins to lame mutant powers.,Stand-Up Comedy, International Movies, Romantic Movies,55
s2688,Movie,New Money,Nigeria,14-04-2020,2018,TV-14,An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.,Dramas, International Movies, Romantic Movies,107
s2689,Movie,Moms at War,Nigeria,13-04-2020,2018,TV-14,"Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.",Comedies, Dramas, International Movies,92
s2690,Movie,Surviving R. Kelly: The Impact,United States,13-04-2020,2019,TV-14,"From public protests to viral movements, the aftermath of the R. Kelly docuseries is explored in this special featuring journalists and experts.",Documentaries, Dramas, International Movies,85
s2691,Movie,Code 8,Canada,11/4/2020,2019,TV-MA,"In a city where super-powered people are ostracized, an earnest day laborer considers using his outlawed abilities for money to save his sick mother.",Action & Adventure, Independent Movies, International Movies,98
s2692,TV Show,Brews Brothers,United States,10/4/2020,2020,TV-MA,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",TV Comedies, Independent Movies, International Movies,750
s2693,Movie,LA Originals,"United States, Argentina",10/4/2020,2020,TV-MA,"Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.",Documentaries, International Movies, Music & Musicals,92
s2694,Movie,Love Wedding Repeat,"United Kingdom, Italy",10/4/2020,2020,TV-MA,"Different versions of the same day unfold as Jack juggles difficult guests, unbridled chaos and potential romance at his sister's wedding.",Comedies, International Movies, Romantic Movies,101
s2695,Movie,School Life,France,10/4/2020,2019,TV-MA,"In one of the poorest areas of Paris, a school counselor devotes herself to working with disadvantaged students, while facing challenges of her own.",Comedies, Dramas, International Movies,112
s2696,Movie,The Main Event,United States,10/4/2020,2020,TV-G,"Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival.",Children & Family Movies, Comedies, Sports Movies,103
s2697,TV Show,The Trial,Italy,10/4/2020,2019,TV-MA,"The murder of a teen girl impacts a public prosecutor linked to the victim, a lawyer seeking a career-making case and a suspect who says she's innocent.",Crime TV Shows, International TV Shows, TV Dramas,750
s2698,Movie,Tigertail,United States,10/4/2020,2020,PG,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,Dramas, International TV Shows, TV Dramas,91
s2699,TV Show,Hi Score Girl,Japan,9/4/2020,2019,TV-14,"A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade – and it’s his rich classmate, Akira.",Anime Series, International TV Shows, Romantic TV Shows,1500
s2700,TV Show,The Circle France,Japan,9/4/2020,2020,TV-MA,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",International TV Shows, Reality TV, Romantic TV Shows,750
s2701,Movie,Born Beautiful,Philippines,8/4/2020,2019,TV-MA,"After her best friend dies, Barbs attempts to rediscover herself until love leaves her true identity — and heart — in question.",Comedies, Dramas, International Movies,96
s2702,Movie,The Last Airbender,United States,8/4/2020,2010,PG,"In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace.",Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy,104
s2703,Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,United States,7/4/2020,2017,TV-MA,Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.,Stand-Up Comedy, Children & Family Movies, Sci-Fi & Fantasy,66
s2704,Movie,Mine 9,United States,6/4/2020,2019,TV-MA,A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.,Dramas, Independent Movies, Sci-Fi & Fantasy,83
s2705,Movie,The Florida Project,United States,6/4/2020,2017,R,A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.,Dramas, Independent Movies, Sci-Fi & Fantasy,111
s2706,Movie,Dark Light,United States,5/4/2020,2019,TV-MA,"Implicated in her daughter's disappearance, a mother searches for answers when she returns to an old family home that may have an unwanted visitor.",Horror Movies, Independent Movies, Sci-Fi & Fantasy,90
s2707,Movie,The Killing of a Sacred Deer,"Ireland, United Kingdom",5/4/2020,2017,R,A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.,Dramas, Independent Movies, Thrillers,121
s2708,Movie,Angel Has Fallen,United States,4/4/2020,2019,R,Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.,Action & Adventure, Independent Movies, Thrillers,121
s2709,TV Show,El Reemplazante,Chile,4/4/2020,2013,TV-MA,A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.,International TV Shows, Spanish-Language TV Shows, TV Dramas,1500
s2710,Movie,Coffee & Kareem,United States,3/4/2020,2020,TV-MA,An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.,Action & Adventure, Comedies, TV Dramas,88
s2711,TV Show,Legacies,United States,3/4/2020,2019,TV-14,"Born into a rare supernatural bloodline, Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil.",TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows,1500
s2712,Movie,Money Heist: The Phenomenon,Spain,3/4/2020,2020,TV-MA,"A documentary on why and how ""Money Heist"" sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.",Documentaries, International Movies, Teen TV Shows,57
s2713,Movie,The Death of Stalin,"United Kingdom, France, Belgium, Canada, United States",3/4/2020,2017,R,The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.,Comedies, Dramas, Independent Movies,107
